路线编号,所在行政区划代码,路线名称,路段起止名称_起点名称,路段起止名称_止点名称,路段起止桩号_起点桩号,路段起止桩号_止点桩号,里程（公里）,路段基本属性_技术等级_代码,路段基本属性_技术等级_等级,路段基本属性_是否一幅高速,路段基本属性_车道数量(个),路段基本属性_面层类型_代码,路段基本属性_面层类型_类型,路段基本属性_路基宽度(米),路段基本属性_路面宽度(米),路段基本属性_面层厚度(厘米),路段基本属性_设计时速,路段基本属性_抗震等级,路段基本属性_防洪标准,修建改建_修建年度,修建改建_改建年度,最近一次修复养护年度,断链类型,是否城管路段,是否断头路段,收费路段性质,被重复主线_路线编号,被重复主线_起点桩号,被重复主线_终点桩号,被重复主线_是否长链,养护管理情况（公里）_养护里程,养护管理情况（公里）_可绿化里程,养护管理情况（公里）_已绿化里程,地貌,涵洞数量（个）,管养单位名称,省际出入口,国道调整前路线编号,是否按干线公路管理接养,备注
S311,230624,绥化—扎赉特旗,水泥路,重复路段始,382.824,394.631,11.807,30,等外,否,,36,无路面,3.5,0.0,0,0,<0.05或6度以下,15.0,1972.0,,,0,否,否,非收费,,,,,11.807,11.807,11.807,平原,0,杜蒙县农村公路事业发展中心, ,Y013230624,否,
S311,230624,绥化—扎赉特旗,重复路段始,杜蒙/泰来界,394.631,398.48,3.849,13,三级,否,2.0,11,沥青混凝土,8.5,6.0,12,40,0.05或6度,25.0,1972.0,2004.0,,0,否,否,非收费,,,,,3.849,3.849,3.09,微丘,0,杜蒙县农村公路事业发展中心, ,Z704230624,否,
S311,230224,绥化—扎赉特旗,杜蒙/泰来界,大兴镇南出口,398.48,423.27,24.79,13,三级,否,2.0,23,沥青表面处治,8.5,7.0,10,40,<0.05或6度以下,25.0,1975.0,,,0,否,否,非收费,,,,,24.79,24.79,24.79,微丘,4,泰来县农村公路事业发展中心, ,C931230224,否,已核实
S311,230224,绥化—扎赉特旗,大兴镇南出口,文革大坝,423.27,428.9,5.63,13,三级,否,2.0,11,沥青混凝土,10.0,7.0,10,40,<0.05或6度以下,25.0,1987.0,2016.0,,0,否,否,非收费,G231,322.289,327.919,否,5.63,5.63,5.63,平原,0,泰来县公路事业发展中心, ,G111,是,
S311,230224,绥化—扎赉特旗,文革大坝,渡口北岸,428.9,434.352,5.452,13,三级,否,2.0,23,沥青表面处治,9.0,7.0,3,40,<0.05或6度以下,25.0,1987.0,2001.0,,0,否,否,非收费,G231,327.919,333.371,否,5.452,5.452,5.452,平原,0,泰来县公路事业发展中心, ,G111,是,
S311,230224,绥化—扎赉特旗,渡口北岸,渡口南岸,434.352,434.978,0.626,13,三级,否,2.0,23,沥青表面处治,9.0,0.0,0,40,<0.05或6度以下,25.0,1982.0,,,6,否,是,非收费,G231,333.371,333.997,否,0.0,0.0,0.0,平原,0,泰来县公路事业发展中心, ,G111,否,
S311,230224,绥化—扎赉特旗,渡口南岸,龙湘食品北门,434.978,439.247,4.269,13,三级,否,2.0,23,沥青表面处治,9.0,7.0,3,40,<0.05或6度以下,25.0,1985.0,,,0,否,否,非收费,G231,333.997,338.266,否,4.269,4.269,3.054,平原,0,泰来县公路事业发展中心, ,G111,是,
S311,230224,绥化—扎赉特旗,龙湘食品北门,嫩双道口,439.247,439.858,0.611,13,三级,否,2.0,11,沥青混凝土,8.5,7.0,10,60,<0.05或6度以下,25.0,2017.0,,,0,否,否,非收费,G231,338.266,338.877,否,0.611,0.611,0.611,微丘,0,泰来县公路事业发展中心, ,G111,是,
S311,230224,绥化—扎赉特旗,嫩双道口,黑蒙界,439.858,443.57,3.712,11,一级,否,4.0,11,沥青混凝土,24.5,15.0,15,80,<0.05或6度以下,100.0,2017.0,,,0,否,否,非收费,,,,,3.712,3.712,3.712,微丘,0,泰来县公路事业发展中心,2,近年新建,是,
S312,230128,凤山—兴隆,凤阳屯,太平林场,0.0,12.235,12.235,13,三级,否,2.0,12,水泥混凝土,8.0,6.0,22,30,<0.05或6度以下,25.0,1979.0,2009.0,,0,否,否,非收费,,,,,12.235,12.235,9.543,山岭,30,通河县农村公路事业发展中心, ,Y561230128,否,
S312,230128,凤山—兴隆,太平林场,青峰林场岔口,12.235,22.78,10.545,13,三级,否,2.0,12,水泥混凝土,7.0,6.0,22,30,<0.05或6度以下,25.0,1979.0,2008.0,,0,否,否,非收费,,,,,10.545,10.545,8.225,山岭,21,通河县农村公路事业发展中心, ,C878230128,否,
S312,230128,凤山—兴隆,青峰林场岔口,通河/木兰界,22.78,29.08,6.3,13,三级,否,2.0,12,水泥混凝土,8.0,6.0,22,30,<0.05或6度以下,25.0,1979.0,2008.0,,0,否,否,非收费,,,,,6.3,6.3,4.914,山岭,6,通河县农村公路事业发展中心, ,C878230128,否,
S312,230127,凤山—兴隆,通河/木兰界,新春,29.08,32.993,3.913,13,三级,否,2.0,31,砂石路面,7.5,6.0,0,30,0.05或6度,25.0,1975.0,2008.0,,0,否,否,非收费,,,,,3.913,3.913,3.052,山岭,13,木兰县公路事业发展中心, ,C876230127,否,
S312,230127,凤山—兴隆,新春,二合营林场出点,32.993,43.543,10.55,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,30,0.05或6度,25.0,1975.0,2008.0,,0,否,否,非收费,,,,,10.55,10.55,8.229,山岭,23,木兰县公路事业发展中心, ,C876230127,否,
S312,230127,凤山—兴隆,二合营林场出点,四屯,43.543,50.795,7.252,14,四级,否,2.0,12,水泥混凝土,8.5,7.0,22,40,0.05或6度,25.0,1984.0,2008.0,,0,否,否,非收费,,,,,7.252,7.143,7.034,微丘,8,木兰县公路事业发展中心, ,Y012230127,否,
S312,230127,凤山—兴隆,四屯,东兴镇入点,50.795,59.011,8.216,14,四级,否,1.0,12,水泥混凝土,6.0,3.5,22,40,0.05或6度,25.0,1984.0,2007.0,,0,否,否,非收费,,,,,8.216,8.093,8.08,微丘,5,木兰县公路事业发展中心, ,Y012230127,否,
S312,230127,凤山—兴隆,东兴镇入点,东兴镇中心点,59.011,60.031,1.02,14,四级,否,1.0,12,水泥混凝土,6.0,3.5,22,20,0.05或6度,25.0,1984.0,2011.0,,0,否,否,非收费,,,,,1.02,1.005,1.005,微丘,1,木兰县公路事业发展中心, ,Y012230127,否,
S312,230127,凤山—兴隆,东兴镇中心点,东兴镇出点,60.031,60.987,0.956,12,二级,否,2.0,11,沥青混凝土,11.0,10.0,11,60,0.05或6度,50.0,1971.0,2021.0,,0,否,否,非收费,G333,786.628,787.584,否,0.956,0.729,0.692,平原,0,黑龙江省国道西部工程项目管理有限公司, ,X016,是,
S312,230127,凤山—兴隆,东兴镇出点,洼满路起点,60.987,73.572,12.585,13,三级,否,2.0,12,水泥混凝土,7.5,6.5,22,40,0.05或6度,25.0,1971.0,,,0,否,否,非收费,G333,787.584,800.169,否,12.585,12.585,12.51,平原,0,木兰县公路事业发展中心, ,X016,否,
S312,230127,凤山—兴隆,洼满路起点,木兰/巴彦县界,73.572,79.003,5.431,14,四级,否,1.0,12,水泥混凝土,6.0,3.5,22,40,0.05或6度,25.0,1968.0,2009.0,,0,否,否,非收费,,,,,5.431,5.35,5.251,微丘,2,木兰县公路事业发展中心, ,Y001230127,否,
S312,230126,凤山—兴隆,木兰/巴彦县界,民乐村,79.003,87.947,8.944,14,四级,否,1.0,12,水泥混凝土,6.0,4.5,22,40,0.05或6度,50.0,1945.0,2010.0,,0,否,否,非收费,,,,,8.944,8.81,8.81,微丘,12,巴彦县公路发展中心, ,Y001230126,否,
S312,230126,凤山—兴隆,民乐村,姚家岗,87.947,90.45,2.503,14,四级,否,1.0,11,沥青混凝土,6.0,4.5,12,20,0.05或6度,50.0,1945.0,2012.0,,0,否,否,非收费,,,,,2.503,2.465,2.465,微丘,8,巴彦县公路发展中心, ,Y001230126,否,
S312,230126,凤山—兴隆,姚家岗,增收村,90.45,95.394,4.944,14,四级,否,1.0,12,水泥混凝土,6.0,4.5,22,40,0.05或6度,50.0,1945.0,2010.0,,0,否,否,非收费,,,,,4.944,4.87,4.87,微丘,14,巴彦县公路发展中心, ,Y001230126,否,
S312,230126,凤山—兴隆,增收村,洼兴镇,95.394,98.757,3.363,14,四级,否,1.0,12,水泥混凝土,8.5,4.5,22,40,0.05或6度,50.0,1945.0,2004.0,,0,否,否,非收费,,,,,3.363,3.313,3.313,微丘,11,巴彦县公路发展中心, ,Y001230126,否,
S312,230126,凤山—兴隆,洼兴镇,陈家,98.757,100.449,1.692,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,22,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,S209,65.16,66.852,否,1.692,1.667,1.667,微丘,0,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,陈家,双山村入点,100.449,105.674,5.225,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,5.225,5.147,4.44,微丘,1,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,双山村入点,双山村出点,105.674,106.46,0.786,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,0.786,0.774,0.47,微丘,0,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,双山村出点,洼兴镇/德祥乡界,106.46,117.161,10.701,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,10.701,10.54,8.56,微丘,3,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,洼兴镇/德祥乡界,德祥乡/兴隆镇界,117.161,125.15,7.989,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,7.989,7.869,6.79,微丘,2,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,德祥乡/兴隆镇界,民主村入点,125.15,129.466,4.316,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,4.316,4.251,3.45,微丘,0,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,民主村入点,民主村出点,129.466,130.205,0.739,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,0.739,0.728,0.5,微丘,0,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,民主村出点,兴隆镇,130.205,133.878,3.673,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,12,30,0.05或6度,25.0,1945.0,1988.0,,0,否,否,非收费,,,,,3.673,3.618,0.045,微丘,0,巴彦县公路发展中心, ,X159,否,
S312,230126,凤山—兴隆,兴隆镇,兴乐村,133.878,140.083,6.205,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,22,60,0.05或6度,50.0,1945.0,2018.0,,0,否,否,非收费,S101,127.01,133.215,否,6.205,6.112,6.112,微丘,0,巴彦县公路发展中心, ,近年新建,是,
S312,230126,凤山—兴隆,兴乐村,王家,140.083,142.576,2.493,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,80,0.05或6度,50.0,1945.0,,,0,否,否,非收费,,,,,2.493,2.456,0.016,微丘,1,巴彦县公路发展中心, ,Y201230126,是,
S312,230126,凤山—兴隆,王家,洪广村出点,142.576,144.963,2.387,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,60,0.05或6度,50.0,1945.0,,,0,否,否,非收费,,,,,2.387,2.351,1.9,平原,1,巴彦县公路发展中心, ,Y007230126,是,
S312,230126,凤山—兴隆,洪广村出点,王家沟,144.963,150.391,5.428,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,60,0.05或6度,50.0,1945.0,,,0,否,否,非收费,,,,,5.428,5.347,0.029,微丘,1,巴彦县公路发展中心, ,Y007230126,是,
S313,230224,泰来—扎赉特旗,西克利道口,黑龙江/内蒙古界,0.0,34.9,34.9,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,22,80,<0.05或6度以下,50.0,1977.0,2022.0,,0,否,否,非收费,,,,,34.9,34.9,34.9,微丘,1,黑龙江省国道西部工程项目管理有限公司, ,G111,是,
S314,230381,虎林—鸡西,方虎公路,八五六农场加油站,0.0,12.722,12.722,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,20,30,<0.05或6度以下,25.0,1964.0,2003.0,,0,否,否,非收费,,,,,12.722,11.0,0.0,微丘,6,农垦牡局八五六公路站, ,Y409230381,否,
S314,230381,虎林—鸡西,八五六农场加油站,外环路口,12.722,14.123,1.401,14,四级,否,2.0,12,水泥混凝土,7.0,6.0,20,20,<0.05或6度以下,25.0,2007.0,,,0,否,否,非收费,,,,,1.401,1.401,1.401,微丘,2,农垦牡局八五六公路站, ,C798230381,否,
S314,230381,虎林—鸡西,外环路口,八五六/八五七,14.123,32.156,18.033,13,三级,否,2.0,12,水泥混凝土,7.0,6.0,20,30,<0.05或6度以下,25.0,1999.0,2007.0,,0,否,否,非收费,,,,,18.033,17.959,17.959,微丘,4,农垦牡局八五六公路站, ,Y407230381,否,
S314,230381,虎林—鸡西,八五六/八五七,虎林/密山界,32.156,35.275,3.119,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,20,30,<0.05或6度以下,25.0,1958.0,1992.0,,0,否,否,非收费,,,,,3.119,2.4,0.0,微丘,1,农垦牡局八五七公路站, ,Y406230381,否,
S314,230381,虎林—鸡西,虎林/密山界,农垦牡局/杨木,35.275,45.515,10.24,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,20,30,<0.05或6度以下,25.0,1958.0,2000.0,,0,否,否,非收费,,,,,10.24,8.6,0.0,微丘,5,农垦牡局八五七公路站, ,Y406230382,否,
S314,230382,虎林—鸡西,农垦牡局/杨木,重复路段终,45.515,85.532,40.017,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,60,<0.05或6度以下,25.0,1940.0,2006.0,,0,否,否,非收费,,,,,40.017,40.017,34.744,微丘,38,密山市公路事业发展中心, ,X120,否,
S314,230382,虎林—鸡西,重复路段终,重复路段起,85.532,91.217,5.685,12,二级,否,2.0,12,水泥混凝土,13.5,10.5,22,60,<0.05或6度以下,50.0,2012.0,,,0,否,否,非收费,S202,377.323,383.008,否,5.685,5.685,5.685,微丘,0,密山市公路事业发展中心, ,X119,是,
S314,230382,虎林—鸡西,重复路段起,鸡东/密山界,91.217,137.395,46.178,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,22,60,<0.05或6度以下,25.0,1940.0,2005.0,,0,否,否,非收费,,,,,46.178,46.178,45.652,微丘,28,密山市公路事业发展中心, ,X114,否,
S314,230321,虎林—鸡西,鸡东/密山界,红少年道口,137.395,182.376,44.981,13,三级,否,2.0,12,水泥混凝土,8.5,7.5,22,40,0.05或6度,25.0,1957.0,2004.0,,0,否,否,非收费,,,,,44.981,44.981,44.981,山岭,40,鸡东县公路事业发展中心, ,X114,否,
S314,230321,虎林—鸡西,红少年道口,北环道口,182.376,184.555,2.179,12,二级,否,4.0,12,水泥混凝土,15.0,14.0,22,60,0.05或6度,50.0,1957.0,2004.0,,0,否,否,非收费,,,,,2.179,2.179,2.179,山岭,4,鸡东县公路事业发展中心, ,X114,是,
S314,230321,虎林—鸡西,北环道口,党校道口,184.555,185.629,1.074,12,二级,否,4.0,12,水泥混凝土,21.0,20.0,22,80,0.05或6度,50.0,1962.0,2013.0,,0,否,否,非收费,G331,1850.689,1851.763,否,1.074,1.074,1.074,山岭,0,鸡东县公路事业发展中心, ,Y811230321,是,
S314,230321,虎林—鸡西,党校道口,机场段道口,185.629,193.732,8.103,11,一级,否,4.0,11,沥青混凝土,20.0,19.0,15,80,0.05或6度,100.0,2017.0,,,0,否,否,非收费,G331,1851.763,1859.866,否,8.103,8.103,8.103,山岭,0,鸡东县公路事业发展中心, ,近年新建,是,
S314,230321,虎林—鸡西,机场段道口,鸡东/鸡西界,193.732,200.427,6.695,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,60,0.05或6度,50.0,1996.0,2012.0,,0,否,否,非收费,,,,,6.695,6.695,6.695,山岭,12,鸡东县公路事业发展中心, ,S309,是,
S314,230306,虎林—鸡西,鸡东/鸡西界,丹阿机场路与虎鸡公路交叉口,200.427,201.799,1.372,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,80,0.05或6度,50.0,1999.0,,,0,否,否,非收费,,,,,1.372,1.372,1.372,重丘,3,鸡西市公路养护站, ,S309,是,
S314,230306,虎林—鸡西,丹阿机场路与虎鸡公路交叉口,城子河二中,201.799,205.64,3.841,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,80,<0.05或6度以下,50.0,1999.0,2021.0,,0,否,否,非收费,,,,,3.841,3.841,3.841,重丘,9,黑龙江省国道东部工程项目管理有限公司, ,S309,是,
S314,230306,虎林—鸡西,城子河二中,城子河加油站,205.64,207.799,2.159,11,一级,否,4.0,11,沥青混凝土,16.0,14.0,12,60,<0.05或6度以下,100.0,1999.0,2021.0,,0,否,否,非收费,,,,,2.159,2.159,2.159,微丘,3,黑龙江省国道东部工程项目管理有限公司, ,S309,是,
S314,230306,虎林—鸡西,城子河加油站,重复路段终,207.799,209.791,1.992,11,一级,否,4.0,11,沥青混凝土,20.0,18.0,12,60,0.05或6度,100.0,1992.0,,,0,否,否,非收费,G331,1832.879,1834.871,否,1.992,1.992,1.992,平原,0,鸡西市公路养护站, ,X115,是,
S314,230306,虎林—鸡西,重复路段终,穆棱河大桥,209.791,210.96,1.169,11,一级,否,4.0,11,沥青混凝土,20.0,16.0,12,60,0.05或6度,100.0,1992.0,2021.0,,0,否,否,非收费,,,,,1.169,1.169,1.169,平原,1,黑龙江省国道东部工程项目管理有限公司, ,X115,是,
S314,230306,虎林—鸡西,穆棱河大桥,城子河/鸡冠界,210.96,211.412,0.452,11,一级,否,4.0,11,沥青混凝土,20.0,16.0,12,60,0.05或6度,100.0,1992.0,,,0,否,否,非收费,,,,,0.452,0.452,0.425,平原,0,鸡西市公路养护站, ,X115,是,
S314,230302,虎林—鸡西,城子河/鸡冠界,祥光越秀二期,211.412,212.84,1.428,12,二级,否,2.0,11,沥青混凝土,15.0,12.0,12,40,0.05或6度,50.0,2011.0,2020.0,,0,否,否,非收费,,,,,1.428,1.428,1.428,平原,0,鸡西市公路养护站, ,X115,是,
S314,230302,虎林—鸡西,祥光越秀二期,义乌小商品城,212.84,214.974,2.134,12,二级,否,2.0,11,沥青混凝土,12.0,11.0,12,60,0.05或6度,50.0,1998.0,,,0,否,否,非收费,,,,,2.134,2.134,2.134,平原,1,鸡西市公路养护站, ,X115,是,
S314,230302,虎林—鸡西,义乌小商品城,梁家,214.974,217.421,2.447,11,一级,否,6.0,11,沥青混凝土,28.0,26.0,12,60,0.05或6度,100.0,1998.0,2021.0,,0,否,否,非收费,,,,,2.447,2.447,2.447,平原,0,黑龙江省国道东部工程项目管理有限公司, ,X115,是,
S314,230302,虎林—鸡西,梁家,丹阿公路,217.421,221.57,4.149,12,二级,否,2.0,11,沥青混凝土,12.0,11.0,12,60,0.05或6度,50.0,1998.0,2021.0,,0,否,否,非收费,,,,,4.149,4.149,4.149,平原,8,黑龙江省国道东部工程项目管理有限公司, ,X115,是,
S315,231081,绥芬河—柳树,G015,朝阳村,0.0,1.27,1.27,13,三级,否,2.0,11,沥青混凝土,7.5,6.0,12,40,0.05或6度,25.0,1980.0,2004.0,,0,否,否,非收费,,,,,1.27,1.27,0.708,山岭,1,绥芬河市公路养护中心, ,X085,否,
S315,231081,绥芬河—柳树,朝阳村,绥二道班,1.27,13.617,12.347,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,1980.0,2007.0,,0,否,否,非收费,,,,,12.347,12.347,6.874,山岭,21,绥芬河市公路养护中心, ,X085,否,
S315,231081,绥芬河—柳树,绥二道班,二段林场,13.617,19.035,5.418,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,1980.0,2013.0,,0,否,否,非收费,,,,,5.418,5.418,3.1,山岭,12,绥芬河市公路养护中心, ,X085,否,
S315,231086,绥芬河—柳树,二段林场,双桥子林场,19.035,33.103,14.068,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,1988.0,2013.0,,0,否,否,非收费,,,,,14.068,14.068,14.068,山岭,23,绥芬河市公路养护中心, ,Y807231024,否,
S315,231086,绥芬河—柳树,双桥子林场,局门,33.103,33.73,0.627,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,30,0.05或6度,25.0,1988.0,2013.0,,0,否,否,非收费,,,,,0.627,0.627,0.627,山岭,0,绥芬河市公路养护中心, ,Y807231024,否,
S315,231086,绥芬河—柳树,局门,双桥子场区入口,33.73,34.717,0.987,13,三级,否,2.0,12,水泥混凝土,7.0,6.0,22,60,0.05或6度,25.0,1980.0,2011.0,,0,否,否,非收费,,,,,0.987,0.987,0.77,山岭,1,东宁市交通事业发展中心, ,Y555231024,否,
S315,231086,绥芬河—柳树,双桥子场区入口,双桥子场区出口,34.717,36.641,1.924,14,四级,否,1.0,12,水泥混凝土,4.5,3.5,22,40,0.05或6度,50.0,1980.0,2010.0,,0,否,否,非收费,,,,,1.924,1.924,1.501,山岭,2,东宁市交通事业发展中心, ,Y555231024,否,
S315,231086,绥芬河—柳树,双桥子场区出口,十文字,36.641,56.812,20.171,13,三级,否,2.0,12,水泥混凝土,7.0,6.0,22,30,0.05或6度,25.0,1980.0,2010.0,,0,否,否,非收费,,,,,20.171,20.171,15.733,山岭,28,东宁市交通事业发展中心, ,Y555231024,否,
S315,231085,绥芬河—柳树,十文字,边防路叉口,56.812,57.588,0.776,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,30,0.05或6度,25.0,2005.0,2011.0,,0,否,否,非收费,,,,,0.776,0.776,0.776,山岭,0,穆棱市公路养护中心, ,X067,否,
S315,231085,绥芬河—柳树,边防路叉口,风力发电岔口,57.588,64.295,6.707,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,30,0.05或6度,25.0,2005.0,2011.0,,0,否,否,非收费,,,,,6.707,5.549,5.549,微丘,8,穆棱市公路养护中心, ,X067,否,
S315,231085,绥芬河—柳树,风力发电岔口,五丰村东,64.295,100.757,36.462,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,30,0.05或6度,25.0,2005.0,2011.0,,0,否,否,非收费,,,,,36.462,5.549,5.549,微丘,64,穆棱市公路养护中心, ,X067,否,
S315,231085,绥芬河—柳树,五丰村东,五丰村西,100.757,101.562,0.805,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,22,60,0.05或6度,50.0,1996.0,,,0,否,否,非收费,,,,,0.805,0.805,0.805,山岭,2,穆棱市公路养护中心, ,S206,是,
S315,231085,绥芬河—柳树,五丰村西,五丰岔口,101.562,101.902,0.34,12,二级,否,2.0,11,沥青混凝土,11.5,7.5,22,60,0.05或6度,50.0,1996.0,2021.0,,0,否,否,非收费,,,,,0.34,0.34,0.34,山岭,2,穆棱市公路养护中心, ,S206,是,
S315,231085,绥芬河—柳树,五丰岔口,龙王庙,101.902,106.386,4.484,11,一级,否,4.0,11,沥青混凝土,25.5,24.0,12,80,0.05或6度,100.0,1996.0,2021.0,,0,否,否,非收费,G331,1746.444,1750.928,否,4.484,4.484,4.484,山岭,0,穆棱市公路养护中心, ,S206,是,
S315,231085,绥芬河—柳树,龙王庙,福禄乡,106.386,110.22,3.834,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,2005.0,2011.0,,0,否,否,非收费,,,,,3.834,3.135,3.135,微丘,8,穆棱市公路养护中心, ,X067,否,
S315,231085,绥芬河—柳树,福禄乡,东岗桥头,110.22,113.655,3.435,14,四级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,1966.0,2006.0,,0,否,否,非收费,,,,,3.435,3.435,0.0,山岭,1,穆棱市公路养护中心, ,X067,否,
S315,231085,绥芬河—柳树,东岗桥头,站前路,113.655,115.19,1.535,13,三级,否,2.0,12,水泥混凝土,12.0,9.0,22,40,0.05或6度,25.0,1966.0,,,0,否,否,非收费,,,,,1.535,1.246,0.0,山岭,0,穆棱市公路养护中心, ,X067,否,
S315,231085,绥芬河—柳树,站前路,城管局,115.19,116.149,0.959,13,三级,否,2.0,12,水泥混凝土,9.0,7.5,22,30,0.05或6度,25.0,1966.0,,,0,否,否,非收费,,,,,0.959,0.959,0.0,山岭,0,穆棱市公路养护中心, ,近年新建,否,
S315,231085,绥芬河—柳树,城管局,西环广场,116.149,117.895,1.746,13,三级,否,2.0,12,水泥混凝土,9.0,7.5,22,30,0.05或6度,25.0,1976.0,,,0,否,否,非收费,,,,,1.746,0.1,0.053,山岭,0,穆棱市公路养护中心, ,C325231085,否,
S315,231085,绥芬河—柳树,西环广场,穆棱市农村公路管理站,117.895,118.695,0.8,12,二级,否,2.0,12,水泥混凝土,14.0,12.0,22,40,0.05或6度,50.0,1968.0,2013.0,,0,否,否,非收费,,,,,0.8,0.8,0.8,山岭,1,穆棱市公路养护中心, ,X066,是,
S315,231085,绥芬河—柳树,穆棱市农村公路管理站,重复路段终,118.695,119.864,1.169,11,一级,否,4.0,12,水泥混凝土,24.0,18.0,22,60,0.05或6度,100.0,1968.0,2013.0,,0,否,否,非收费,,,,,1.169,0.1,0.053,微丘,3,穆棱市公路养护中心, ,X066,是,
S315,231085,绥芬河—柳树,重复路段终,重复路段始,119.864,120.184,0.32,11,一级,否,4.0,12,水泥混凝土,24.0,18.0,24,60,0.05或6度,100.0,1968.0,2021.0,,0,否,否,非收费,S206,197.135,197.455,否,0.32,0.32,0.32,山岭,0,穆棱市公路养护中心, ,X066,是,
S315,231085,绥芬河—柳树,重复路段始,穆棱/林口界,120.184,156.745,36.561,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,30,0.05或6度,25.0,1968.0,2013.0,,0,否,否,非收费,,,,,36.561,8.763,8.763,微丘,49,穆棱市公路养护中心, ,X066,否,
S315,231025,绥芬河—柳树,穆棱/林口界,万寿,156.745,168.632,11.887,14,四级,否,1.0,31,砂石路面,6.0,5.0,0,20,<0.05或6度以下,50.0,1960.0,,,0,否,否,非收费,,,,,11.887,11.073,10.512,山岭,12,林口县农村公路事业发展中心, ,X066,否,
S315,231025,绥芬河—柳树,万寿,万水,168.632,171.077,2.445,14,四级,否,1.0,12,水泥混凝土,6.5,3.5,22,40,<0.05或6度以下,50.0,1960.0,2007.0,,0,否,否,非收费,,,,,2.445,2.445,2.0,山岭,3,林口县农村公路事业发展中心, ,X066,否,
S315,231025,绥芬河—柳树,万水,复兴,171.077,172.456,1.379,14,四级,否,1.0,12,水泥混凝土,6.5,3.5,22,40,<0.05或6度以下,50.0,1960.0,2006.0,,0,否,否,非收费,,,,,1.379,1.0,1.0,山岭,3,林口县农村公路事业发展中心, ,X066,否,
S315,231025,绥芬河—柳树,复兴,柳树村入口,172.456,174.903,2.447,14,四级,否,1.0,12,水泥混凝土,6.5,3.5,22,20,<0.05或6度以下,50.0,1960.0,2014.0,,0,否,否,非收费,,,,,2.447,2.35,2.2,山岭,3,林口县农村公路事业发展中心, ,X066,否,
S315,231025,绥芬河—柳树,柳树村入口,柳树镇出口,174.903,175.846,0.943,13,三级,否,2.0,12,水泥混凝土,9.0,7.0,22,40,<0.05或6度以下,25.0,1960.0,2003.0,,0,否,否,非收费,,,,,0.943,0.943,0.0,山岭,0,林口县农村公路事业发展中心, ,X066,否,
